Id,Label,Synset,Weight
smesso,smesso,misc_adjective,1
sfavillante,sfavillante,misc_adjective,1
perduto,perduto,misc_adjective,1
ritaglio,ritaglio,location,1
coda,coda,shape,1
spazio,spazio,shape,1
libero,libero,misc_adjective,1
felice,felice,misc_adjective,1
capace,capace,misc_adjective,1
avaro,avaro,misc_adjective,1
interessato,interessato,misc_adjective,1
vedere,vedere,scene,3
steccato,steccato,building,1
tavola,tavola,shape,1
metallico,metallico,misc_adjective,1
ponte,ponte,building,1
cavalletto,cavalletto,building,1
traliccio,traliccio,building,1
costruzione,costruzione,building,3
secco,secco,misc_adjective,1
pezzo,pezzo,location,1
insoddisfatto,insoddisfatto,misc_adjective,1
fessura,fessura,shape,1
staccionata,staccionata,building,1
fine,fine,location,1
piano,piano,shape,1
giornata,giornata,time,1
ora,ora,time,2
lavoro,lavoro,location,2
notte,notte,time,3
cantiere,cantiere,location,1
giorno,giorno,time,2
posizione,posizione,scene,2
incrociato,incrociato,misc_adjective,1
corso,corso,location,1
sole,sole,location,1
asse,asse,location,1
zodiaco,zodiaco,location,1
tempio,tempio,building,1
giusto,giusto,misc_adjective,1
opportuno,opportuno,misc_adjective,1
muro,muro,building,2
prossimo,prossimo,misc_adjective,1
anno,anno,time,1
firmamento,firmamento,location,3
grazia,grazia,shape,1
generazione,generazione,time,1
nato,nato,misc_adjective,1
età,età,time,1
piazza,piazza,location,1
storpo,storpo,misc_adjective,1
obese,obese,misc_adjective,1
donna,donna,shape,1
gutturale,gutturale,misc_adjective,1
cantina,cantina,building,1
testa,testa,location,1
fronte,fronte,location,1
difficile,difficile,misc_adjective,1
sbagliato,sbagliato,misc_adjective,1
arte,arte,location,1
comune,comune,location,1
luminoso,luminoso,misc_adjective,1
ufficio,ufficio,building,1
data,data,time,1
terra,terra,location,1
minuzioso,minuzioso,misc_adjective,1
celesto,celesto,misc_adjective,1
industrioso,industrioso,misc_adjective,1
immutabile,immutabile,misc_adjective,1
meticoloso,meticoloso,misc_adjective,1
lieve,lieve,misc_adjective,1
interdetto,interdetto,misc_adjective,1
pensile,pensile,misc_adjective,1
aperto,aperto,misc_adjective,1
recente,recente,misc_adjective,1
teatro,teatro,scene,1
ombra,ombra,scene,1
canile,canile,building,1
municipale,municipale,misc_adjective,1
padiglione,padiglione,building,1
antico,antico,misc_adjective,1
lazzaretto,lazzaretto,building,1
appestato,appestato,misc_adjective,1
porto,porto,location,1
fluviale,fluviale,misc_adjective,1
statua,statua,shape,1
astrale,astrale,misc_adjective,1
perfetto,perfetto,misc_adjective,1
novo,novo,misc_adjective,1
arancione,arancione,color,1
giallo,giallo,color,1
remoto,remoto,misc_adjective,1
uguale,uguale,misc_adjective,1
prima,prima,building,1
