Id,Label,Synset,Weight
regolare,regolare,misc_adjective,1
rovina,rovina,building,1
abbandonato,abbandonato,misc_adjective,1
intricato,intricato,misc_adjective,1
occorrente,occorrente,misc_adjective,1
luminoso,luminoso,misc_adjective,2
traforato,traforato,misc_adjective,3
angoloso,angoloso,misc_adjective,1
formica,formica,building,4
affascinato,affascinato,misc_adjective,1
numeroso,numeroso,misc_adjective,1
alloggio,alloggio,building,2
cucina,cucina,building,3
camino,camino,location,1
ripostiglio,ripostiglio,building,1
area,area,location,1
fabbricabile,fabbricabile,misc_adjective,1
arrugginito,arrugginito,misc_adjective,1
casermone,casermone,building,1
appartamento,appartamento,building,1
cornice,cornice,location,1
gomito,gomito,misc_adjective,1
illustro,illustro,misc_adjective,2
decadere,decadere,misc_adjective,1
pieni,pieni,misc_adjective,1
baracca,baracca,building,1
permaloso,permaloso,misc_adjective,1
diffidente,diffidente,misc_adjective,2
fine,fine,location,3
scorso,scorso,misc_adjective,1
importuno,importuno,misc_adjective,1
invadente,invadente,misc_adjective,1
comune,comune,location,3
ambiente,ambiente,location,1
zona,zona,location,3
buono,buono,misc_adjective,3
fitto,fitto,misc_adjective,6
ironico,ironico,misc_adjective,1
maniera,maniera,shape,1
privativa,privativa,building,1
astrolabo,astrolabo,misc_adjective,1
ametista,ametista,misc_adjective,1
passato,passato,time,6
palco,palco,scene,1
colorato,colorato,misc_adjective,1
pista,pista,building,2
aspettarmio,aspettarmio,misc_adjective,1
distesa,distesa,shape,4
tanto,tanto,misc_adjective,1
millantatore,millantatore,misc_adjective,1
avaro,avaro,misc_adjective,3
ultimo,ultimo,misc_adjective,11
sciocco,sciocco,misc_adjective,2
ingresso,ingresso,building,2
irato,irato,misc_adjective,1
spiritoso,spiritoso,misc_adjective,1
precedente,precedente,misc_adjective,1
dialogante,dialogante,misc_adjective,1
finale,finale,misc_adjective,2
matassa,matassa,building,1
ostacolo,ostacolo,building,2
breve,breve,misc_adjective,3
terrestre,terrestre,misc_adjective,1
retta,retta,shape,1
tortuoso,tortuoso,misc_adjective,2
strato,strato,location,2
sopraelevato,sopraelevato,misc_adjective,1
superficie,superficie,location,1
abitudinario,abitudinario,misc_adjective,1
tranquillo,tranquillo,misc_adjective,2
maggiore,maggiore,misc_adjective,1
segreto,segreto,misc_adjective,2
avventuroso,avventuroso,misc_adjective,1
clandestino,clandestino,misc_adjective,1
passo,passo,location,6
cloaco,cloaco,misc_adjective,1
coda,coda,shape,3
chiavico,chiavico,misc_adjective,1
nascondiglio,nascondiglio,location,2
crosta,crosta,location,2
proibito,proibito,misc_adjective,1
colore,colore,shape,2
liquido,liquido,misc_adjective,1
palese,palese,misc_adjective,1
difficile,difficile,misc_adjective,4
aria,aria,shape,7
parabola,parabola,shape,1
fermo,fermo,misc_adjective,5
rasente,rasente,misc_adjective,2
moresco,moresco,misc_adjective,1
lanceolato,lanceolato,misc_adjective,1
sesto,sesto,misc_adjective,2
lunetta,lunetta,building,1
rosone,rosone,building,2
blu,blu,color,1
vista,vista,scene,8
fortezza,fortezza,building,2
guglia,guglia,building,3
cunetta,cunetta,shape,1
sportello,sportello,building,1
gaio,gaio,misc_adjective,1
largo,largo,misc_adjective,4
ricamato,ricamato,misc_adjective,2
luce,luce,scene,6
cappero,cappero,misc_adjective,1
pagina,pagina,location,3
incastellato,incastellato,misc_adjective,1
mare,mare,shape,4
spiazzo,spiazzo,location,1
deposito,deposito,building,2
segheria,segheria,building,1
idraulico,idraulico,misc_adjective,1
giallina,giallina,misc_adjective,1
evidente,evidente,misc_adjective,1
immaginato,immaginato,misc_adjective,1
banchina,banchina,building,1
rannicchiato,rannicchiato,misc_adjective,1
ispido,ispido,misc_adjective,2
apportatrice,apportatrice,misc_adjective,1
fisionomia,fisionomia,shape,1
espressione,espressione,shape,1
calco,calco,shape,1
maschera,maschera,shape,1
straducole,straducole,misc_adjective,1
inaspettato,inaspettato,misc_adjective,1
ruga,ruga,shape,2
aldilà,aldilà,time,1
catapecchia,catapecchia,building,2
retto,retto,misc_adjective,1
splendente,splendente,misc_adjective,1
macchia,macchia,shape,2
parziale,parziale,misc_adjective,2
schema,schema,shape,1
geometrico,geometrico,misc_adjective,1
minimo,minimo,misc_adjective,1
cremisi,cremisi,color,1
indaco,indaco,color,1
recinto,recinto,shape,1
color,color,misc_adjective,1
porpora,porpora,color,1
confrontare,confrontare,misc_adjective,1
immobile,immobile,misc_adjective,3
svolta,svolta,shape,1
misterioso,misterioso,misc_adjective,1
stellato,stellato,misc_adjective,2
orbita,orbita,location,2
approssimativo,approssimativo,misc_adjective,1
umano,umano,misc_adjective,4
armonico,armonico,misc_adjective,1
divina,divina,misc_adjective,1
opposto,opposto,misc_adjective,2
fronte,fronte,location,4
trasparente,trasparente,misc_adjective,3
incrostato,incrostato,misc_adjective,1
villa,villa,building,1
acquario,acquario,building,1
argentare,argentare,misc_adjective,1
semicerchio,semicerchio,shape,1
nascosta,nascosta,misc_adjective,2
irte,irte,misc_adjective,1
ciechi,ciechi,misc_adjective,1
stinto,stinto,misc_adjective,1
telaio,telaio,building,1
spagliato,spagliato,misc_adjective,2
marcio,marcio,misc_adjective,1
continuo,continuo,misc_adjective,6
glorioso,glorioso,misc_adjective,1
travagliato,travagliato,misc_adjective,1
ineguagliabile,ineguagliabile,misc_adjective,1
stato,stato,location,2
secolo,secolo,time,5
pestilenza,pestilenza,location,1
vacanza,vacanza,time,1
scantinato,scantinato,building,2
tana,tana,location,1
cinerario,cinerario,misc_adjective,1
griglia,griglia,building,2
battuto,battuto,misc_adjective,1
carne,carne,shape,3
intarsiato,intarsiato,misc_adjective,1
pezzo,pezzo,location,4
scompagnato,scompagnato,misc_adjective,1
inservibile,inservibile,misc_adjective,1
infetto,infetto,misc_adjective,2
gabbia,gabbia,building,2
antico,antico,misc_adjective,5
giulive,giulive,misc_adjective,1
suntuoso,suntuoso,misc_adjective,1
pezzente,pezzente,misc_adjective,1
cuore,cuore,location,2
incongruo,incongruo,misc_adjective,1
usurpatrice,usurpatrice,misc_adjective,1
oscuro,oscuro,misc_adjective,2
eccolo,eccolo,misc_adjective,1
rigoglio,rigoglio,time,1
vivente,vivente,misc_adjective,6
frammentario,frammentario,misc_adjective,1
morto,morto,misc_adjective,1
capitello,capitello,location,4
pollaio,pollaio,building,4
era,era,time,1
diffuso,diffuso,misc_adjective,1
sommerso,sommerso,misc_adjective,1
sbrecciate,sbrecciate,misc_adjective,1
assortito,assortito,misc_adjective,1
propenso,propenso,misc_adjective,1
brusco,brusco,misc_adjective,1
scheletro,scheletro,building,1
occupazione,occupazione,location,1
spensierato,spensierato,misc_adjective,1
tavola,tavola,shape,3
imbandito,imbandito,misc_adjective,1
posizione,posizione,scene,3
sottoterro,sottoterro,misc_adjective,1
scordato,scordato,misc_adjective,1
secco,secco,misc_adjective,3
ridente,ridente,misc_adjective,1
carcassa,carcassa,building,1
necropoli,necropoli,location,1
mantenuto,mantenuto,misc_adjective,1
ufficio,ufficio,building,2
esteso,esteso,misc_adjective,1
ponderato,ponderato,misc_adjective,1
elevato,elevato,misc_adjective,1
celeste,celeste,color,5
massiccio,massiccio,misc_adjective,1
diamante,diamante,location,1
studio,studio,location,1
laborioso,laborioso,misc_adjective,1
massimo,massimo,misc_adjective,1
nobile,nobile,misc_adjective,1
composita,composita,misc_adjective,1
spregevole,spregevole,misc_adjective,1
costante,costante,misc_adjective,1
infera,infera,misc_adjective,1
rovesciato,rovesciato,misc_adjective,1
unto,unto,misc_adjective,1
resco,resco,misc_adjective,1
duttile,duttile,misc_adjective,1
denso,denso,misc_adjective,3
viscere,viscere,location,1
pigro,pigro,misc_adjective,1
bolo,bolo,shape,1
acciambellate,acciambellate,misc_adjective,1
laggiú,laggiú,misc_adjective,1
fecale,fecale,misc_adjective,1
tortile,tortile,misc_adjective,1
infernale,infernale,misc_adjective,1
inferno,inferno,location,1
autorevole,autorevole,misc_adjective,1
caro,caro,misc_adjective,1
funzionante,funzionante,misc_adjective,1
pavesato,pavesato,misc_adjective,1
virtú,virtú,misc_adjective,1
cupo,cupo,misc_adjective,1
generoso,generoso,misc_adjective,1
zenit,zenit,location,1
buttato,buttato,misc_adjective,1
sventolante,sventolante,misc_adjective,1
sfondato,sfondato,misc_adjective,1
smesso,smesso,misc_adjective,1
sfavillante,sfavillante,misc_adjective,1
ritaglio,ritaglio,location,1
capace,capace,misc_adjective,2
interessato,interessato,misc_adjective,1
magnanimo,magnanimo,misc_adjective,1
bastione,bastione,building,2
penzolante,penzolante,misc_adjective,1
impiccato,impiccato,misc_adjective,1
teso,teso,misc_adjective,1
ringhiera,ringhiera,building,2
nuziale,nuziale,misc_adjective,1
regina,regina,shape,2
alba,alba,time,1
inclinazione,inclinazione,shape,2
cannoniera,cannoniera,misc_adjective,1
improvviso,improvviso,misc_adjective,1
capo,capo,location,2
strappo,strappo,shape,1
centesima,centesima,misc_adjective,1
adulterino,adulterino,misc_adjective,1
fascia,fascia,location,1
rigato,rigato,misc_adjective,1
intaglio,intaglio,shape,1
svirgoleare,svirgoleare,misc_adjective,1
fresco,fresco,misc_adjective,1
fiammante,fiammante,misc_adjective,1
perfezionato,perfezionato,misc_adjective,1
intonso,intonso,misc_adjective,1
schiacciato,schiacciato,misc_adjective,1
fulminato,fulminato,misc_adjective,1
servizio,servizio,location,2
ricorrente,ricorrente,misc_adjective,2
silenzioso,silenzioso,misc_adjective,1
lato,lato,location,1
definitivo,definitivo,misc_adjective,1
lustro,lustro,time,1
sterminato,sterminato,misc_adjective,1
estremo,estremo,location,2
crinale,crinale,location,1
confine,confine,location,4
ininterrotto,ininterrotto,misc_adjective,1
nemico,nemico,misc_adjective,2
spaiato,spaiato,misc_adjective,1
limitrofo,limitrofo,misc_adjective,1
mondo,mondo,misc_adjective,1
sordido,sordido,misc_adjective,1
montuoso,montuoso,misc_adjective,1
pronto,pronto,misc_adjective,1
rullo,rullo,shape,1
ciglio,ciglio,shape,1
rosa,rosa,building,1
brumoso,brumoso,misc_adjective,1
sfumato,sfumato,misc_adjective,1
lattigginosa,lattigginosa,misc_adjective,1
festa,festa,time,1
civile,civile,misc_adjective,1
cattivo,cattivo,misc_adjective,1
calamitare,calamitare,misc_adjective,1
interrare,interrare,misc_adjective,1
negativo,negativo,misc_adjective,1
roccioso,roccioso,misc_adjective,1
fessura,fessura,shape,2
radice,radice,shape,1
sfasciare,sfasciare,misc_adjective,1
distese,distese,misc_adjective,1
steccato,steccato,building,2
metallico,metallico,misc_adjective,1
cavalletto,cavalletto,building,1
costruzione,costruzione,building,4
insoddisfatto,insoddisfatto,misc_adjective,1
staccionata,staccionata,building,1
cantiere,cantiere,location,1
giallino,giallino,misc_adjective,1
aiola,aiola,location,1
mostra,mostra,building,2
imballaggio,imballaggio,misc_adjective,1
albergo,albergo,building,1
unico,unico,misc_adjective,1
capocchia,capocchia,building,1
ingrandire,ingrandire,misc_adjective,1
campo,campo,location,3
porcino,porcino,misc_adjective,1
naturale,naturale,misc_adjective,2
concentrico,concentrico,misc_adjective,2
cerchia,cerchia,shape,1
stretto,stretto,misc_adjective,3
campanile,campanile,building,1
cintura,cintura,location,1
orizzonte,orizzonte,location,5
recente,recente,misc_adjective,2
ridotto,ridotto,building,1
cerchio,cerchio,shape,1
fianco,fianco,shape,1
nato,nato,misc_adjective,5
doppio,doppio,misc_adjective,2
dimora,dimora,location,1
vivo,vivo,misc_adjective,3
pigiare,pigiare,misc_adjective,1
sovrapposto,sovrapposto,misc_adjective,1
pomeriggio,pomeriggio,time,1
lastra,lastra,shape,1
incasellare,incasellare,misc_adjective,1
contraddittorio,contraddittorio,misc_adjective,1
residenza,residenza,location,1
architettura,architettura,building,1
nicchia,nicchia,shape,1
rientranza,rientranza,shape,1
ritto,ritto,misc_adjective,1
aggetto,aggetto,building,1
plinto,plinto,building,1
intento,intento,misc_adjective,2
futuro,futuro,misc_adjective,3
barracano,barracano,misc_adjective,1
melanzano,melanzano,misc_adjective,1
alleato,alleato,misc_adjective,1
interrogandolo,interrogandolo,misc_adjective,1
superi,superi,misc_adjective,1
folla,folla,misc_adjective,1
stadio,stadio,time,1
generazione,generazione,time,4
strozzatura,strozzatura,shape,1
incrociato,incrociato,misc_adjective,1
asse,asse,location,1
zodiaco,zodiaco,location,1
tempio,tempio,building,1
giusto,giusto,misc_adjective,10
opportuno,opportuno,misc_adjective,1
prossimo,prossimo,misc_adjective,1
firmamento,firmamento,location,3
storpo,storpo,misc_adjective,1
obese,obese,misc_adjective,2
gutturale,gutturale,misc_adjective,1
sbagliato,sbagliato,misc_adjective,1
pannocchia,pannocchia,location,3
tondo,tondo,misc_adjective,3
piatto,piatto,misc_adjective,2
gentile,gentile,misc_adjective,2
sporco,sporco,misc_adjective,1
pieno,pieno,misc_adjective,1
ristretto,ristretto,misc_adjective,1
braccio,braccio,building,3
angolo,angolo,shape,3
letto,letto,location,1
bettola,bettola,building,1
chino,chino,misc_adjective,1
torvo,torvo,misc_adjective,2
estate,estate,time,2
rintronano,rintronano,misc_adjective,1
rotto,rotto,misc_adjective,1
pergola,pergola,building,1
pizzo,pizzo,location,1
picchiettato,picchiettato,misc_adjective,1
rosso,rosso,color,2
triste,triste,misc_adjective,1
rapido,rapido,misc_adjective,1
crisopazio,crisopazio,misc_adjective,1
stagionato,stagionato,misc_adjective,1
maligno,maligno,misc_adjective,2
benigno,benigno,misc_adjective,1
ingannatore,ingannatore,misc_adjective,1
onico,onico,misc_adjective,1
schiavo,schiavo,misc_adjective,1
data,data,time,1
minuzioso,minuzioso,misc_adjective,1
celesto,celesto,misc_adjective,1
industrioso,industrioso,misc_adjective,1
immutabile,immutabile,misc_adjective,1
meticoloso,meticoloso,misc_adjective,1
lieve,lieve,misc_adjective,1
interdetto,interdetto,misc_adjective,1
pensile,pensile,misc_adjective,1
aperto,aperto,misc_adjective,1
canile,canile,building,1
municipale,municipale,misc_adjective,1
padiglione,padiglione,building,1
appestato,appestato,misc_adjective,1
fluviale,fluviale,misc_adjective,1
astrale,astrale,misc_adjective,1
perfetto,perfetto,misc_adjective,1
novo,novo,misc_adjective,1
arancione,arancione,color,1
illustre,illustre,misc_adjective,2
capra,capra,building,5
pascolo,pascolo,location,2
crocevia,crocevia,location,1
spelato,spelato,misc_adjective,1
gridai,gridai,misc_adjective,1
lontanissimo,lontanissimo,misc_adjective,1
spartitraffico,spartitraffico,location,1
minaccioso,minaccioso,misc_adjective,1
risoluto,risoluto,misc_adjective,1
gretto,gretto,misc_adjective,1
agile,agile,misc_adjective,1
curva,curva,shape,1
culmine,culmine,shape,1
pesante,pesante,misc_adjective,1
cristallino,cristallino,misc_adjective,1
decisivo,decisivo,misc_adjective,1
polveroso,polveroso,misc_adjective,1
cinta,cinta,building,1
chiaro,chiaro,misc_adjective,1
casamento,casamento,building,1
pallido,pallido,misc_adjective,1
margine,margine,shape,1
magro,magro,misc_adjective,1
facciata,facciata,shape,1
sdentato,sdentato,misc_adjective,1
arruginito,arruginito,misc_adjective,1
officina,officina,location,1
macilente,macilente,misc_adjective,1
chiazza,chiazza,shape,1
campagna,campagna,location,1
spelacchiato,spelacchiato,misc_adjective,1
voglia,voglia,shape,1
poliedro,poliedro,shape,1
opaco,opaco,misc_adjective,1
cuspide,cuspide,shape,1
periferia,periferia,shape,2
pigmento,pigmento,color,1
lattiginoso,lattiginoso,misc_adjective,1
rade,rade,misc_adjective,1
circondario,circondario,location,1
riconoscibile,riconoscibile,misc_adjective,1
ricordabile,ricordabile,misc_adjective,1
angoscioso,angoscioso,misc_adjective,1
sgominato,sgominato,misc_adjective,1
nereggiare,nereggiare,misc_adjective,1
inconciliabile,inconciliabile,misc_adjective,1
esclusivo,esclusivo,misc_adjective,1
ultima,ultima,misc_adjective,1
agguerrito,agguerrito,misc_adjective,1
invulnerabile,invulnerabile,misc_adjective,1
refrattario,refrattario,misc_adjective,1
settimana,settimana,time,1
dilagante,dilagante,misc_adjective,1
micidiale,micidiale,misc_adjective,1
versatile,versatile,misc_adjective,1
soverchiante,soverchiante,misc_adjective,1
vitale,vitale,misc_adjective,1
animale,animale,misc_adjective,1
asettico,asettico,misc_adjective,1
sconvolto,sconvolto,misc_adjective,1
dimenticato,dimenticato,misc_adjective,1
appartato,appartato,misc_adjective,1
estinto,estinto,misc_adjective,1
capezzale,capezzale,location,1
sfinge,sfinge,shape,1
ingiusto,ingiusto,misc_adjective,4
metope,metope,misc_adjective,1
armeggiante,armeggiante,misc_adjective,1
sottoscale,sottoscale,misc_adjective,1
rampicante,rampicante,misc_adjective,1
dentato,dentato,misc_adjective,1
sommesso,sommesso,misc_adjective,1
esatto,esatto,misc_adjective,1
profumato,profumato,misc_adjective,1
bordo,bordo,shape,1
rotonda,rotonda,building,2
proprietario,proprietario,misc_adjective,1
